,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
24,55843,002271.XSHE,2024-12-31,2025-02-28,2024-12-31,0.0444,123619631.71,1550501670.49,-65411763.0,0.4058,0.4638,0.1575,0.2691,25.799,94.4735,2.1373,0.2691,10.2529,6.3576,0.5985,289.9251,-12.2312,114.2793,105.4775,12.3235,222.9887,-14.5233,,-14.5233,,-79.663,,-96.6982,,-95.2416,
25,55845,688041.XSHG,2024-12-31,2025-03-01,2024-12-31,0.8308,1815777649.92,2674719529.47,6797001.09,9.9137,9.3222,10.5591,29.6541,63.7202,70.8069,30.438000000000002,29.6541,1.9156,1.5482,-1.9864,96.06,0.2441,94.0335,117.2948,10.6643,36.5302,52.3977,,52.3977,,66.0365,,59.7096,,52.8676,
26,55846,000063.XSHE,2024-12-31,2025-03-01,2024-12-31,1.7612,6179069000.0,7667262000.0,-512737000.0,11.9656,8.776,4.0931,6.8885,37.9127,93.679,7.7018,6.8885,7.3377,3.6909,-0.2181,83.0725,-5.5554,73.3439,105.4675,9.4641,149.7255,-2.3759,,-2.3759,,-8.9312,,-9.5796,,-9.661,
27,55847,603409.XSHG,2024-12-31,2025-04-18,2024-12-31,,160511200.17,178953979.58,0.0,24.1038,23.7198,12.7391,15.3018,28.865,83.2625,17.5724,15.3018,1.5512,5.19,0.2549,95.2519,0.0,98.4068,48.3209,13.9391,83.2805,39.8378,,39.8378,,10.192,,6.9369,,7.0549,
28,55849,301557.XSHE,2024-12-31,2025-04-22,2024-12-31,,102943258.77,146038905.83,-6850651.21,15.5048,15.1677,7.5828,10.0204,25.8246,86.0939,12.3559,10.0204,1.4423,6.0427,0.7904,114.3181,-5.3626,97.8256,78.1141,3.5107,25.2459,20.5283,,20.5283,,28.5233,,27.3935,,27.3935,
29,55851,300353.XSHE,2024-12-31,2025-03-04,2024-12-31,0.0628,9234351.08,-43228312.62,958031.34,1.8023,0.4308,1.1157,4.1293,47.0573,104.2004,4.6867,4.1293,14.4566,14.6599,2.4104,-100.4786,2.2268,23.9025,96.5861,3.0295,-72.1236,-11.5153,,-11.5153,,-80.5602,,-83.7158,,-85.1569,
30,55852,688568.XSHG,2024-12-31,2025-03-04,2024-12-31,0.6473,239541958.54,555558230.37,-8479416.21,9.5004,6.4707,7.3452,16.1436,49.5888,82.9449,15.8101,16.1436,7.5634,9.2797,0.0274,100.8931,-1.5399,68.11,75.357,-2.4914,-14.607999999999999,29.4893,,29.4893,,16.3092,,9.1265,,2.6709,
31,55853,000429.XSHE,2024-12-31,2025-03-04,2024-12-31,0.7471,1644578715.04,2581116819.06,305484195.94,15.3785,16.1903,9.6,46.0166,64.3083,43.5192,60.7399,46.0166,,4.4506,2.7581,93.0437,11.012,105.2785,103.8413,71.2567,126.161,-6.3365,,-6.3365,,-7.2755,,-7.047000000000001,,-4.3878,
32,55855,603019.XSHG,2024-12-31,2025-03-05,2024-12-31,1.3061,1371680480.29,1412572488.06,563123157.65,9.7877,7.0249,5.843,15.1618,29.1612,89.2561,17.3971,15.1618,5.8791,2.6843,-0.4039,61.669,24.5844,71.7724,114.2468,20.7019,192.685,-8.3955,,-8.3955,,5.1377,,6.1519,,4.0989,
33,55858,603759.XSHG,2024-12-31,2025-03-06,2024-12-31,0.6601,271849850.4,394471526.68,9971380.44,11.4886,10.2459,5.1374,21.7468,48.9378,74.0242,23.7028,21.7468,1.5936,13.5257,6.0146,104.2794,2.636,89.18299999999999,83.0697,30.1066,115.9022,18.9485,,18.9485,,27.1408,,39.4826,,25.9687,
34,55859,603103.XSHG,2024-12-31,2025-03-07,2024-12-31,-0.152,-223337035.7,-192491445.62,22248467.33,-7.686,-17.8111,-2.2634,-4.8885,3.2061,109.7638,-5.53,-4.8885,1.0293,3.6559,4.2793,225.9045,-26.1104,231.7343,130.1464,23.7724,-243.4741,-16.0691,,-16.0691,,-169.9427,,-158.1092,,-158.1092,
35,55860,000534.XSHE,2024-12-31,2025-03-07,2024-12-31,0.3778,160423440.22,181161201.24,513554.19,14.9838,12.4714,5.2636,17.2968,75.0371,83.2082,20.7131,17.2968,24.9288,12.7188,3.5097,80.5277,0.2283,83.2328,95.21700000000001,10.5905,63.0691,9.9268,,9.9268,,-8.399,,-1.1703,,9.1675,
36,55861,600113.XSHG,2024-12-31,2025-03-08,2024-12-31,0.3197,113050563.94,160179763.79,7464738.25,5.6827,4.769,3.2781,16.6619,38.7619,77.8305,22.8896,16.6619,4.5806,10.6475,-0.6853,97.7855,4.5569999999999995,83.9214,111.227,16.0313,72.3124,-18.4351,,-18.4351,,-35.1965,,-42.4727,,-34.9384,
37,55862,603303.XSHG,2024-12-31,2025-03-08,2024-12-31,0.7282,298995195.88,389892989.81,14043685.72,9.8532,8.4828,5.9688,7.777,19.2104,91.2012,7.6952,7.777,3.7693,4.7359,-2.4744,99.4792,3.5832,86.0921,99.5427,13.2081,150.112,-5.6589,,-5.6589,,-6.9216,,-8.8325,,-7.5311,
38,55863,600151.XSHG,2024-12-31,2025-03-08,2024-12-31,-0.0496,-167697125.85,-171368017.59,90405022.56,-1.4529,-3.4236,-0.922,-1.6543,9.5006,103.204,-1.3793,-1.6543,2.0344,5.5871,1.4192,268.8835,-141.8492,235.6457,92.809,-3.9882,124.4787,-42.0241,,-42.0241,,76.6083,,82.0437,,83.2934,
39,55864,002668.XSHE,2024-12-31,2025-03-08,2024-12-31,0.9402,997684481.83,2295114444.48,74794021.05,53.2186,52.0927,14.132,10.5695,23.0282,87.4999,12.2306,10.5695,3.4861,3.9201,-0.8419,102.5186,3.3409,97.8845,99.8988,12.2367,97.89299999999999,20.9567,,20.9567,,25.6618,,26.2027,,29.5774,
40,55865,000795.XSHE,2024-12-31,2025-03-08,2024-12-31,0.2184,212879864.76,320015422.8,8867512.91,9.1966,7.9055,5.7275,6.175,20.7107,92.0171,6.8219,6.175,2.5667,5.6851,-0.8852,118.3512,3.2795,85.9606,99.5237,14.5922,182.7936,-0.6664,,-0.6664,,143.942,,160.4129,,176.5185,
41,55866,600605.XSHG,2024-12-31,2025-03-08,2024-12-31,0.461,17353466.54,31638166.43,3673772.48,7.1048,1.2964,6.0388,69.6606,44.2188,76.8257,24.9984,69.6606,5.5361,24.311999999999998,-10.8534,26.4086,3.0665,18.2471,96.8901,53.0543,228.9363,5.0292,,5.0292,,92.35700000000001,,75.6222,,68.4601,
42,55867,605499.XSHG,2024-12-31,2025-03-08,2024-12-31,6.3974,3262248937.81,3958628947.05,128264436.09,47.4852,46.5651,17.7949,21.0017,44.8094,75.0068,26.1684,21.0017,16.9272,2.6874,-1.203,96.38,3.1228,98.0624,128.9875,36.5519,146.2478,40.6299,,40.6299,,60.1306,,63.0784,,63.0921,
43,55868,600830.XSHG,2024-12-31,2025-03-08,2024-12-31,0.11699999999999999,49401758.76,158550376.75,-497840.34,2.4807,2.3048,1.7027,22.7512,68.6085,61.2117,26.8194,18.6572,9.609,18.133,-1.6527,144.7262,-0.4544,92.9096,91.8781,-162.4013,-418.6862,55.6292,,80.3643,,24.7222,,101.5573,,139.5343,
44,55869,603271.XSHG,2024-12-31,2025-04-24,2024-12-31,,319455110.12,309282891.62,-19306748.07,21.0684,21.0691,9.7876,3.9382,8.7305,96.18700000000001,3.9823,3.9382,0.3416,0.8116,0.1808,96.896,-6.0487,100.0032,76.4308,1.6840000000000002,44.1657,24.7149,,24.7149,,34.3096,,34.2764,,34.2764,
45,55871,301275.XSHE,2024-12-31,2025-04-25,2024-12-31,,669704104.07,825267980.26,25166347.23,30.12,28.4012,15.8553,15.8312,34.8002,81.6047,18.4266,15.8312,6.3192,5.3572,0.0723,99.8614,3.0452,94.2935,119.3676,22.9933,124.9951,18.8402,,18.8402,,5.3145,,4.8076,,4.8076,
46,55873,001376.XSHE,2024-12-31,2025-03-11,2024-12-31,0.4149,172488196.46,233667656.85,1019569.94,18.2878,16.4956,12.3411,16.8786,31.6387,79.3668,22.2435,16.8786,0.2336,9.3056,0.639,91.7789,0.4005,90.1998,102.2599,28.5107,138.1788,4.6482,,4.6482,,39.3783,,45.7864,,45.6103,
47,55874,002245.XSHE,2024-12-31,2025-03-11,2024-12-31,0.4235,429202170.01,552350884.88,31374751.7,7.2948,6.417999999999999,4.8687,8.0456,17.6278,91.8245,8.8353,8.0456,0.8747,1.7327,0.2981,86.9191,4.9372,87.9802,76.6726,16.1824,197.938,29.3831,,29.3831,,244.8328,,171.9822,,246.43400000000003,
48,55875,600433.XSHG,2024-12-31,2025-03-11,2024-12-31,0.1044,51075362.32,-31644985.94,156987367.83,4.0319,1.1209,1.4125,2.0076,9.4393,100.417,2.5031,2.0076,0.9267,2.7761,0.9101,-17.9438,89.0173,27.8011,95.336,3.8704,-928.1158,2.4994,,2.4994,,184.5518,,180.3185,,497.315,
49,55876,301277.XSHE,2024-12-31,2025-03-11,2024-12-31,0.62,160586969.82,188130742.83,13747427.64,11.6132,10.7409,10.1081,23.8165,40.5515,74.1023,27.3378,23.8165,0.7834,5.7723,-0.3884,95.3282,6.966,92.4884,52.9618,17.4495,67.3784,11.5131,,11.5131,,8.664,,10.0571,,9.215,
50,55877,603132.XSHG,2024-12-31,2025-03-11,2024-12-31,0.4877,503073074.03,585906740.46,0.0,14.8014,15.6117,7.8756,30.9906,62.6114,61.9308,38.4323,30.9906,0.061,11.3179,5.9186,104.584,0.0,105.47399999999999,110.6314,51.1612,134.3902,19.9678,,19.9678,,47.1729,,39.0998,,39.0632,
51,55878,688093.XSHG,2024-12-31,2025-03-11,2024-12-31,1.0648,259304435.37,301229094.73,18399891.62,14.5267,13.4694,13.2732,35.1912,56.2067,62.0945,40.6268,35.1912,4.8138,6.7407,-0.6007,93.6049,5.7176,92.7218,100.8042,28.7762,75.9154,55.3634,,55.3634,,42.6315,,44.5569,,44.5569,
52,55879,603093.XSHG,2024-12-31,2025-03-11,2024-12-31,0.7507,454421780.17,517993738.89,30398525.64,11.7149,11.6241,1.0753,8.0194,,90.9309,9.0691,8.0194,,12.7748,,93.4702,5.8273,99.2247,98.6317,207.6832,2290.0012,-8.5633,,-8.5633,,6.462999999999999,,13.707,,13.9646,
53,55880,002145.XSHE,2024-12-31,2025-03-11,2024-12-31,0.146,437196618.1,543540091.97,57539856.35,4.7205,3.6522,2.9738,8.2206,17.4118,92.0935,9.7898,8.2206,0.7131,6.4363,-1.5594,81.0637,8.5815,77.3697,89.7637,4.9874,63.0802,38.9774,,38.9774,,33.906,,34.6688,,34.8368,
54,55881,000739.XSHE,2024-12-31,2025-03-11,2024-12-31,0.8818,984439126.95,1162873142.46,-10127455.96,15.9066,15.1865,8.0861,8.5748,23.8454,90.32700000000001,10.0822,8.5748,5.3256,4.0006,-0.958,96.6411,-0.8416,95.4726,80.8267,10.0546,103.9454,4.7733,,4.7733,,-0.6615,,-2.3178,,-2.2949,
55,55882,605339.XSHG,2024-12-31,2025-03-11,2024-12-31,0.4747,182566913.07,219813882.54,0.0,5.926,5.372000000000001,4.7952,6.376,24.1555,93.0424,7.3837,6.376,8.2905,6.027,-1.2224,92.0028,0.0,90.6515,125.5119,7.3293,105.3422,2.4929,,2.4929,,-14.7143,,-13.36,,-13.3395,
56,55883,688368.XSHG,2024-12-31,2025-03-12,2024-12-31,-0.3763,-9009472.88,-43773576.93,-13268411.64,-2.5043,-0.6827,-0.1777,-0.2672,37.121,102.9112,-0.4287,-0.2672,4.1341,8.5179,0.4729,828.8518,251.2371,27.259,101.7209,19.0088,-652.9486,15.3758,,15.3758,,90.4834,,94.9259,,63.7834,
57,55884,002838.XSHE,2024-12-31,2025-03-12,2024-12-31,0.3146,117256659.15,122256152.81,7800313.64,4.5469,3.7828,2.659,2.8678,11.8436,97.6936,2.9221,2.8678,1.0364,2.3992,0.914,76.4848,4.88,83.1963,92.1679,-5.6872,-246.5858,16.6522,,16.6522,,-8.6662,,-2.006,,0.6725,
58,55885,600422.XSHG,2024-12-31,2025-03-12,2024-12-31,0.8561,419206143.36,851243568.81,21849090.23,10.9694,7.0955,6.0323,8.9416,43.4598,89.8679,11.0403,8.9416,26.4964,4.4188,0.1665,91.084,2.3379,64.6842,97.3118,9.6182,94.9277,-0.3408,,-0.3408,,17.4601,,16.8899,,19.8573,
59,55886,603122.XSHG,2024-12-31,2025-03-12,2024-12-31,0.0693,26109701.25,29758290.44,-1152780.9,2.3578,2.2332,1.9266,3.0314,19.6022,96.8313,4.2128,3.0314,8.0769,7.7455,-0.1656,75.40100000000001,-2.9209,94.71600000000001,114.3694,14.1356,446.105,-14.0456,,-14.0456,,-40.5757,,-39.6343,,-41.5806,
60,55887,600963.XSHG,2024-12-31,2025-03-12,2024-12-31,0.0944,-202806181.97,239267518.64,69104264.37,1.9626,-2.3872,0.846,2.0561,13.1095,97.0586,2.7375,2.0561,1.3913,2.5823,1.5577,148.7332,42.9565,-121.6364,106.8905,9.3828,318.9924,-17.7578,,-17.7578,,-35.9642,,108.2708,,118.0519,
61,55888,000713.XSHE,2024-12-31,2025-03-12,2024-12-31,0.1137,51594014.58,88351416.31,5019062.62,3.5251,2.6041,1.9539,2.0764,15.7411,96.9805,2.0381,2.0764,4.8306,4.2427,0.0832,139.7856,7.9409,73.8728,92.3518,-0.9631,-31.8963,-6.0261,,-6.0261,,57.2425,,57.0959,,73.6747,
62,55889,605299.XSHG,2024-12-31,2025-03-12,2024-12-31,0.2194,69540956.53,104061031.08,9694695.9,6.9511,5.3512,4.5271,6.3745,30.5567,92.6567,8.1244,6.3745,11.3665,7.4110000000000005,0.0035,92.8801,8.652999999999999,76.983,106.2436,7.7169,105.0876,-0.3639,,-0.3639,,-31.8254,,-29.9583,,-29.9583,
63,55890,600721.XSHG,2024-12-31,2025-03-12,2024-12-31,0.10800000000000001,29652763.33,92702464.81,3370093.54,5.6619,4.0476,3.8114,10.7527,51.1878,75.9686,9.6008,10.7527,2.9471,15.5604,-0.3629,251.4675,9.1418,71.4885,101.4596,20.8133,86.6089,4.4623,,4.4623,,106.259,,219.7499,,219.7499,
64,55891,002056.XSHE,2024-12-31,2025-03-12,2024-12-31,1.123,1672009645.14,2191518297.55,-2004745.22,19.1313,17.5105,8.05,9.8506,19.7789,88.1913,11.4034,9.8506,1.2714,3.2552,-0.9025,103.195,-0.0944,91.52799999999999,94.8458,18.9798,160.7279,-5.9526,,-5.9526,,1.5568,,-0.003,,0.4595,
65,55892,600989.XSHG,2024-12-31,2025-03-12,2024-12-31,0.8642,6780001656.42,7795068200.41,16098105.5,15.5444,16.6293,7.8633,19.215,33.1467,76.3663,23.7345,19.215,0.3558,2.6526,2.2569,106.9822,0.2209,106.9793,108.3335,26.9765,114.1444,13.2051,,13.2051,,15.3615,,12.1591,,12.1591,
66,55893,002916.XSHE,2024-12-31,2025-03-13,2024-12-31,3.6608,1739872642.1,1967961685.72,5241188.96,13.5073,12.5167,7.8429,10.4913,24.834,89.0104,11.3263,10.4913,1.7045,4.0483,0.2612,97.2622,0.259,92.6664,93.8409,16.6535,151.5386,32.3886,,32.3886,,45.1334,,34.4224,,34.2927,
67,55894,000999.XSHE,2024-12-31,2025-03-13,2024-12-31,2.6224,3117867348.32,4370718532.22,40509703.22,17.3289,16.0424,9.4172,13.6792,51.8564,84.1736,16.2041,13.6792,26.1441,6.0029,-0.0876,95.1478,0.8819,92.5763,101.1965,15.9404,100.7203,11.632,,11.632,,19.2268,,19.041,,18.0501,
68,55895,301389.XSHE,2024-12-31,2025-03-13,2024-12-31,0.2901,77434121.87,99154513.85,3634995.73,3.6951,3.4795,3.5621,28.5584,47.9664,65.5644,33.6441,28.5584,6.6066,9.2704,-12.243,102.3546,3.7523,94.1658,107.1273,19.9769,58.0125,8.5116,,8.5116,,-14.0752,,-15.0172,,-15.0172,
69,55896,300918.XSHE,2024-12-31,2025-03-13,2024-12-31,0.5216,182517620.87,236763739.67,1534783.54,9.0505,8.6556,4.5917,11.7954,33.5816,85.3474,12.5519,11.7954,7.4463,5.1987,1.8666,116.8081,0.7572,95.6373,83.1498,15.0312,102.5836,0.9759,,0.9759,,-6.8889,,-5.8671,,-5.825,
70,55897,000970.XSHE,2024-12-31,2025-03-13,2024-12-31,0.0099,-17265329.59,131310297.24,-11355039.02,0.1843,-0.265,0.2128,0.34,10.6915,98.0549,0.5531,0.34,2.0016,4.1778,-0.0184,350.1676,-30.2807,-143.7845,107.2858,19.643,1009.8785,-19.2307,,-19.2307,,-92.007,,-93.6541,,-95.6385,
71,55898,002692.XSHE,2024-12-31,2025-03-13,2024-12-31,0.0978,54278225.34,87376247.1,824583.65,6.1242,4.7343,2.3894,1.5788,10.2918,98.0353,1.6875,1.5788,4.2935,1.1625,0.828,109.915,1.0373,77.3046,100.8423,-1.3398,-68.1971,38.9158,,38.9158,,29.7527,,37.3375,,37.3374,
72,55899,300505.XSHE,2024-12-31,2025-03-13,2024-12-31,0.6405,167262876.25,222932869.39,-374818.94,7.1283,6.7723,5.1764,5.78,13.3283,93.0496,6.707999999999999,5.78,0.8035,3.4972,0.21100000000000002,102.8314,-0.1729,95.0055,97.1771,4.4525,64.0605,18.2986,,18.2986,,257.75,,288.2774,,292.4962,
73,55900,300268.XSHE,2024-12-31,2025-03-13,2024-12-31,-5.3067,-924840853.9,-1272827339.09,74272621.16,1158.1323,1158.6572,-11.2792,-31.4524,-10.4805,137.2436,-40.4225,-31.4524,3.7858,7.3886,15.1336,92.9536,-5.4241,100.0453,109.0519,-4.2222,11.3367,-24.1424,,-24.1424,,13.828,,21.3672,,19.7241,
74,55901,688200.XSHG,2024-12-31,2025-03-14,2024-12-31,2.4654,340047435.55,344516306.1,-12321039.58,9.6748,9.8525,9.1799,36.8826,73.3095,61.9464,39.8422,36.8826,14.1878,6.3998,-5.6527,95.3745,-3.4109,101.8366,93.7978,20.7763,54.5975,31.0458,,31.0458,,35.9664,,32.689,,32.689,
