,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
1277,57220,688798.XSHG,2024-12-31,2025-04-10,2024-12-31,1.0955,156286988.8,127438800.56,81513125.23,6.7561,4.1427,5.0853,8.6903,30.430999999999997,95.6549,8.1548,8.6903,3.6985,4.9279,-0.1608,53.2504,34.0603,61.3178,111.7273,13.7229,315.825,15.8839,,15.8839,,1491.7147,,399.6776,,399.6776,
1278,57221,002273.XSHE,2024-12-31,2025-04-10,2024-12-31,0.7406,955391955.79,1121193671.63,14447930.57,11.6813,10.8368,9.1033,16.6288,31.0949,82.14,18.7635,16.6288,1.3614,5.8148,-1.3730000000000002,95.3042,1.2281,92.7702,99.1993,28.4687,159.3996,23.6679,,23.6679,,77.2434,,69.0666,,71.5704,
1279,57223,000659.XSHE,2024-12-31,2025-04-11,2024-12-31,-0.0955,-114571019.73,-67168068.38,-6425617.96,-44.692,-41.6945,-6.803999999999999,-12.2017,15.5705,106.67,-10.2643,-12.2017,1.1357,10.142000000000001,9.0563,61.1892,5.8536,93.29299999999999,108.6585,10.4153,-156.1511,-19.9631,,-19.9631,,-1013.0880000000001,,-74.9037,,-74.7988,
1280,57224,300965.XSHE,2024-12-31,2025-04-11,2024-12-31,0.4457,14841268.66,28183482.85,19115674.63,2.1886,1.2146,1.8666,14.8545,48.3487,84.3446,14.8956,14.8545,5.3017,12.784,-0.4198,105.2698,71.4001,55.4985,65.3781,-20.0887,-128.3185,320.1612,,320.1612,,117.1585,,115.9735,,115.9735,
1281,57225,300164.XSHE,2024-12-31,2025-04-11,2024-12-31,0.0946,45628865.01,76615730.91,8122820.53,4.1134,3.3729,3.0685,4.8737,28.6329,93.5949,6.2599,4.8737,8.4688,12.2219,0.0814,102.9268,10.9123,81.9973,89.1695,10.2996,160.8039,16.2125,,16.2125,,3.2128,,8.4799,,10.6745,
1282,57226,688363.XSHG,2024-12-31,2025-04-11,2024-12-31,0.3618,107271950.81,330910154.84,-11121093.12,2.5340000000000003,1.5598,1.9666,3.1356,74.0715,93.8387,4.0206,3.1356,45.8796,12.2588,-0.1295,155.0708,-5.2116,61.5559,104.4203,10.5107,170.5917,-11.6057,,-11.6057,,-69.5166,,-71.1011,,-70.5906,
1283,57227,688099.XSHG,2024-12-31,2025-04-11,2024-12-31,1.9629,746277838.95,745136278.34,53948183.26,13.8784,12.6011,11.94,13.8233,36.5488,87.4267,14.3816,13.8233,1.2101,2.4916,-2.8222,87.4764,6.3333,90.7967,102.8437,17.5802,139.8213,10.3403,,10.3403,,70.0021,,64.2717,,65.0325,
1284,57228,000778.XSHE,2024-12-31,2025-04-11,2024-12-31,0.042,-150634334.81,-10934609.84,83437186.69,0.6583,-0.5923,-0.0529,-0.0795,5.4009,100.0302,0.7514,-0.0795,1.0373,1.8276,0.7507,-9.8308,75.0146,-89.9621,105.6081,1.9747,-6536.2218,-16.3209,,-16.3209,,-83.34200000000001,,-102.0377,,-87.6045,
1285,57229,002155.XSHE,2024-12-31,2025-04-11,2024-12-31,0.7043,869924739.23,1074448808.93,-8573025.06,12.9082,13.2647,10.872,3.0822,7.8601,96.1404,3.7398,3.0822,0.0498,2.2908,0.0046,106.9375,-0.8533,102.762,98.8204,3.1926,82.7178,19.464000000000002,,19.464000000000002,,74.4478,,73.5166,,73.0807,
1286,57230,601518.XSHG,2024-12-31,2025-04-11,2024-12-31,0.285,514936037.94,703355206.43,0.0,10.3581,9.8988,9.1716,39.7428,52.7009,52.618,49.3783,39.7428,0.0123,4.9833,-0.8703,95.6086,0.0,95.5657,90.426,52.9151,111.6775,2.5784,,2.5784,,-5.6738,,-0.0081,,-1.4012,
1287,57231,600379.XSHG,2024-12-31,2025-04-11,2024-12-31,0.2736,85724290.53,98212438.66,0.0,12.4022,11.765999999999998,5.6531,6.3574,19.0775,93.2924,7.0743,6.3574,2.234,6.4199,-0.4464,94.9388,0.0,94.8706,76.2002,2.3938,35.6875,8.5059,,8.5059,,28.0085,,28.4957,,27.9346,
1288,57232,600692.XSHG,2024-12-31,2025-04-11,2024-12-31,0.0181,-33850990.91,-36633112.94,31824662.4,0.6819,-3.6313,0.1711,1.057,5.4701,105.5481,0.3508,1.057,0.0706,8.5564,1.6791,-1516.8575,1317.7553,-532.5517,396.8343,139.7281,-2518.4821,-49.4144,,-49.4144,,-6.0933,,321.9322,,160.0606,
1289,57233,300105.XSHE,2024-12-31,2025-04-11,2024-12-31,0.1266,54643850.97,48108197.45,32672626.42,3.3748,2.8246,2.3218,5.1144,14.9164,96.2314,6.1454,5.1144,3.0755,5.2742,-1.2206,60.3087,40.9586,83.6972,105.0108,10.5678,280.4139,13.0572,,13.0572,,-32.3209,,-53.7722,,-53.7722,
1290,57234,600844.XSHG,2024-12-31,2025-04-11,2024-12-31,-0.3025,-304194685.64,-322595591.26,3178979.74,-79.9535,-79.0909,-28.7489,-51.122,-22.1931,141.9,-43.5933,-51.122,0.302,13.9356,3.0306,89.4714,-0.8817,98.9211,109.3078,-7.7155,18.4141,-10.5865,,-10.5865,,31.9569,,21.8153,,21.7436,
1291,57235,001337.XSHE,2024-12-31,2025-04-11,2024-12-31,0.5909,240798652.42,267370123.94,10177185.22,17.6271,17.1021,12.8738,38.7898,56.6112,58.2126,43.4868,38.7898,0.4384,9.1699,1.5438,93.68700000000001,3.5661,97.0218,108.9847,51.9898,124.415,1.724,,1.724,,15.267999999999999,,17.6693,,17.6693,
1292,57236,688143.XSHG,2024-12-31,2025-04-11,2024-12-31,0.1466,9360319.53,25447812.84,12063002.41,1.5019,0.7835,1.1715,5.0648,44.6158,92.3062,7.8936,5.0648,5.9687,20.5298,-0.2448,157.5156,74.667,52.1716,66.3692,-10.1492,-131.914,50.2187,,50.2187,,35.9697,,7.1625,,15.2841,
1293,57237,002884.XSHE,2024-12-31,2025-04-11,2024-12-31,1.2369,429820458.16,504465145.7,10271967.84,19.4185,18.8659,18.1238,27.7882,36.5317,68.3141,32.4269,27.7882,1.6735,1.5858,-2.3772,97.8881,1.9932,97.1542,103.3039,27.8502,87.8948,21.0184,,21.0184,,16.1682,,15.3015,,15.3015,
1294,57238,301281.XSHE,2024-12-31,2025-04-11,2024-12-31,0.5582,44704654.51,48642738.8,12937743.09,4.4946,3.324,3.9883,12.9976,44.2692,89.5102,14.7208,12.9976,16.6383,8.5713,-0.5535,74.0281,19.6896,73.9547,75.4257,-13.0502,-124.4087,3.6045,,3.6045,,-14.7959,,-21.7649,,-21.5354,
1295,57239,605007.XSHG,2024-12-31,2025-04-11,2024-12-31,0.7587,327136328.21,345538574.84,-12328574.57,12.157,10.991,3.7747,4.7330000000000005,9.8716,95.4865,5.3424,4.7330000000000005,0.2129,1.4085,1.8442,82.7759,-2.9534,90.4086,96.6182,-1.2502,-27.6991,17.4301,,17.4301,,37.308,,32.4512,,33.201,
1296,57240,600714.XSHG,2024-12-31,2025-04-11,2024-12-31,0.1215,36039503.55,39031550.42,2734543.8,4.743,4.882,4.3641,10.2069,20.0926,88.6218,12.7486,10.2069,0.4398,9.5561,-2.5581,92.1643,6.457000000000001,102.9304,91.9367,13.2883,116.7874,24.8821,,24.8821,,321.2223,,356.5402,,356.5402,
1297,57241,002685.XSHE,2024-12-31,2025-04-11,2024-12-31,0.1221,-139470116.24,-101115147.31,257184274.54,8.3125,-9.4221,2.7066,7.0318,12.4147,108.5383,10.4701,7.0318,4.0047,11.8547,1.0008,-81.6513,207.6783,-113.3489,143.6228,20.5058,-240.1633,76.4756,,76.4756,,113.3607,,109.9627,,115.17200000000001,
1298,57242,000421.XSHE,2024-12-31,2025-04-11,2024-12-31,0.0797,48248532.77,63661097.57,25922217.99,1.6887,1.7742,0.6028,1.3805,13.5674,99.031,2.7209,1.3805,7.5601,3.1148,1.1497,37.853,15.4134,105.0648,84.2078,9.2143,950.8593,41.8271,,41.8271,,283.5963,,187.5555,,150.8703,
1299,57243,600303.XSHG,2024-12-31,2025-04-11,2024-12-31,-0.4986,-341084003.14,-343627539.06,-4496506.47,-22.5486,-22.5661,-9.475,-23.5676,0.3561,123.2897,-23.3526,-23.5676,3.7423,10.3697,2.1462,98.7598,1.2923,100.0777,61.1922,-0.5767,2.4764,8.1989,,8.1989,,29.2622,,27.5264,,27.4761,
1300,57244,002090.XSHE,2024-12-31,2025-04-11,2024-12-31,0.1804,53475728.93,42339239.44,12355140.21,4.8738,3.6065,2.4667,4.1382,24.4996,97.6123,4.7573,4.1382,7.641,5.5329999999999995,-0.5097,52.2139,15.2367,73.9972,108.6895,17.0084,712.3404,9.7015,,9.7015,,53.0403,,17.3894,,19.458,
1301,57245,603230.XSHG,2024-12-31,2025-04-11,2024-12-31,0.9563,264497680.64,267210515.16,46468334.02,12.7005,9.9362,7.5284,18.7091,40.3037,85.244,18.9389,18.7091,9.9392,15.4672,-0.7329,78.6738,13.6815,78.2348,97.6684,15.7439,106.6945,-1.5675,,-1.5675,,8.564,,7.4387,,7.3888,
1302,57246,601878.XSHG,2024-12-31,2025-04-11,2024-12-31,0.4224,1911629982.52,2430826079.81,1746592969.11,6.2109,6.1458,1.3397,12.6893,,84.6306,15.3694,12.6893,,24.9772,,28.2159,72.0246,98.9517,,39.7548,258.6611,-10.3313,,-10.3313,,9.9216,,10.0435,,10.1706,
1303,57247,002963.XSHE,2024-12-31,2025-04-11,2024-12-31,-1.193,-108958976.7,594710.42,-83295349.16,-12.4758,-7.5782,-9.274,-39.1377,31.7227,99.8704,-43.5354,-39.1377,8.6664,15.3235,0.3443,-0.2959,41.45,60.7432,72.7417,-21.6363,-16697.4119,-14.7104,,-14.7104,,-997.9935,,-1114.6141,,-1107.3208,
1304,57248,301393.XSHE,2024-12-31,2025-04-11,2024-12-31,1.2412,115649120.14,131538056.94,16586997.99,5.9843,5.1628,5.7824,29.666,40.2816,70.8906,34.4988,29.666,3.009,6.535,-7.2614,85.0629,10.7265,86.2712,92.3978,27.9665,96.0738,16.2244,,16.2244,,38.4935,,35.4429,,35.4429,
1305,57249,300979.XSHE,2024-12-31,2025-04-11,2024-12-31,3.2908,3780806561.34,4990102214.55,88208245.83,23.6031,23.2373,18.176,15.9799,26.803,79.2134,20.6888,15.9799,0.3154,4.4751,-0.35100000000000003,100.8535,1.7828,98.4501,98.1504,19.2326,92.5242,19.3532,,19.3532,,22.4531,,19.8729,,20.0024,
1306,57250,301329.XSHE,2024-12-31,2025-04-11,2024-12-31,0.4099,70878974.1,82720805.06,854898.45,4.4671,4.5387,3.8972,8.8654,24.5486,89.4876,9.9224,8.8654,6.0912,6.1756,-2.7186,106.92,1.105,101.6034,103.9311,14.9263,141.9868,1.6703,,1.6703,,-7.6913,,-3.846,,-3.846,
1307,57251,600323.XSHG,2024-12-31,2025-04-11,2024-12-31,2.0407,1625364374.33,1915677807.3,116819221.07,13.0393,12.7373,4.4848,14.1684,28.934,83.8832,17.5404,14.1684,0.9736,6.1111,4.2003,91.3637,5.5714,97.6839,101.2365,27.5334,170.8369,-5.2231,,-5.2231,,14.429,,14.5915,,16.3861,
1308,57252,000400.XSHE,2024-12-31,2025-04-11,2024-12-31,1.0962,1061890917.4,1321939494.37,28823442.09,10.1537,9.6534,5.4791,7.5614,20.7741,92.2644,8.1434,7.5614,4.2156,3.4941,-0.3199,93.5107,2.0389,95.0727,92.7796,7.6008,98.258,0.1655,,0.1655,,14.3362,,8.9509,,11.0943,
1309,57253,000570.XSHE,2024-12-31,2025-04-11,2024-12-31,0.0262,52958683.45,44324909.15,-41672345.62,0.5469,1.5664,0.4671,1.0190000000000001,12.2759,98.1653,0.5549,1.0190000000000001,2.5091,4.7795,-0.9695,288.6349,-271.3619,286.4196,92.6523,-6.3866,-348.0954,12.069,,12.069,,-91.2152,,-78.5371,,-82.9579,
1310,57254,601956.XSHG,2024-12-31,2025-04-11,2024-12-31,0.2045,95341326.61,156470484.39,-4387588.38,5.1088,3.83,1.8019999999999998,1.9951,12.3053,97.4935,2.2183,1.9951,1.5485,2.8465,0.0333,119.9732,-3.3642,74.9673,100.2819,5.5222,220.3195,5.7353,,5.7353,,-32.6263,,-33.7846,,-32.509,
1311,57255,002065.XSHE,2024-12-31,2025-04-11,2024-12-31,0.1559,351487099.37,431292861.68,70846750.65,4.2544,2.9925,1.7513,3.167,20.6144,96.7627,3.0404,3.167,2.4114,5.9721,1.413,108.2126,17.7757,70.3387,100.3786,5.9521,183.8603,15.6113,,15.6113,,-37.3298,,-33.6674,,13.9755,
1312,57256,600757.XSHG,2024-12-31,2025-04-11,2024-12-31,0.778,999519133.46,1002021003.58,108542642.68,10.1907,10.7882,7.0071,13.3545,34.3013,85.8315,15.7871,13.3545,8.5569,12.5623,-1.7949,93.5919,10.1382,105.8629,92.6179,8.0395,56.7419,4.6364,,4.6364,,16.9119,,-6.962999999999999,,-6.9809,
1313,57257,688682.XSHG,2024-12-31,2025-04-11,2024-12-31,0.1984,2614517.81,18157170.56,5548895.47,2.2124,0.4008,2.3626,8.2514,38.9743,93.2514,6.3808,8.2514,5.1523,11.755,-0.6196,105.7558,32.3194,18.1142,113.6527,-11.1457,-165.1557,-31.754,,-31.754,,-52.6712,,-46.1965,,-46.7643,
1314,57258,603383.XSHG,2024-12-31,2025-04-11,2024-12-31,0.9445,178495296.69,153727931.82,11535209.1,13.0693,12.0254,10.3998,29.0428,67.0468,76.8388,30.103,29.0428,8.2851,13.4779,-2.013,76.9819,5.7765,92.0126,108.3093,29.0819,125.5632,-10.777999999999999,,-10.777999999999999,,-19.9468,,-17.9518,,-16.8357,
1315,57259,688375.XSHG,2024-12-31,2025-04-11,2024-12-31,0.8131,476605829.89,537471862.34,2570513.57,7.9556,7.8236,5.8865,18.7045,38.5929,79.2569,19.8426,18.7045,0.3729,4.9901,-0.8784,104.5322,0.4999,98.3404,101.0329,10.4924,50.5825,-27.3588,,-27.3588,,-21.4244,,-20.055,,-20.055,
1316,57260,300937.XSHE,2024-12-31,2025-04-11,2024-12-31,0.171,12369745.76,34634817.57,-1835026.32,1.9203,1.4521,0.9049,0.3515,8.9088,99.2094,0.3739,0.3515,5.7395,1.6203,0.203,201.638,-10.6832,75.6178,92.9118,2.9148,368.6815,-1.1196,,-1.1196,,-76.1232,,-72.8749,,-72.5219,
1317,57261,300070.XSHE,2024-12-31,2025-04-11,2024-12-31,0.0162,33481545.29,1278609137.83,-244683422.72,0.214,0.1223,0.2264,2.0689,29.1059,85.0444,2.8242,2.0689,1.6391,5.6039,2.6107,462.2464,-88.4586,57.1504,75.5262,-2.7799,-18.5875,-4.5079,,-4.5079,,-75.745,,-78.3167,,-92.3384,
1318,57262,688389.XSHG,2024-12-31,2025-04-11,2024-12-31,0.8062,328144926.01,377734674.25,1642448.28,17.9531,17.0566,13.1253,29.8735,67.2072,67.0974,32.8975,29.8735,13.3135,6.0074,-3.825,99.5533,0.4329,95.0066,104.0485,25.8241,78.4865,0.2024,,0.2024,,9.4577,,4.7208,,5.1164,
1319,57263,688380.XSHG,2024-12-31,2025-04-11,2024-12-31,0.3418,91174716.23,87571379.86,25961704.8,4.5879,3.057,4.2361,15.0094,29.8646,90.3942,15.1247,15.0094,2.0669,4.5021,-0.6609999999999999,63.6271,18.8631,66.6317,102.3755,34.3167,357.2515,27.7597,,27.7597,,514.9315,,723.4311,,723.4311,
1320,57264,301160.XSHE,2024-12-31,2025-04-11,2024-12-31,2.5847,202987554.32,222004397.41,2676888.48,12.8524,12.6068,10.6816,13.9323,25.7497,85.0537,15.9214,13.9323,2.3136,3.6039,0.126,94.2484,1.1364,98.0887,60.2156,7.3693,49.3053,9.743,,9.743,,8.4479,,3.1028,,3.1028,
1321,57265,603456.XSHG,2024-12-31,2025-04-11,2024-12-31,0.677,593522422.32,932773731.08,-8132266.51,7.1315,6.9835,5.524,11.7635,33.7833,81.925,14.1881,11.7635,1.9358,8.0946,-1.5085,127.6719,-1.1131,97.9254,84.7734,19.2159,106.3125,-6.569,,-6.569,,-37.7271,,-41.1398,,-41.3411,
1322,57266,603055.XSHG,2024-12-31,2025-04-11,2024-12-31,0.8151,595763064.21,783561118.62,-7261866.62,15.3557,12.6059,6.4952,10.1919,22.9752,88.995,11.3987,10.1919,1.1072,3.0263,1.8396,96.419,-0.8936,82.0927,72.2847,9.9216,90.1559,39.7778,,39.7778,,68.6868,,61.6617,,61.589,
1323,57267,002590.XSHE,2024-12-31,2025-04-11,2024-12-31,0.40700000000000003,166068609.19,249986101.66,-21133878.69,8.1589,6.4142,3.7259,4.8385,17.2435,94.2345,5.2174,4.8385,2.5465,4.3066,0.1643,108.7326,-9.1923,78.616,78.8227,5.7071,98.9869,8.8724,,8.8724,,-32.7755,,-33.9493,,-33.8959,
1324,57268,002213.XSHE,2024-12-31,2025-04-11,2024-12-31,-0.2041,-55405628.68,-30059872.02,6325957.42,-8.2568,-9.4505,-6.3705,-4.5962,3.4551,102.8709,-4.5366,-4.5962,1.3263,3.9894,-0.0913,62.2783,-13.1062,114.4578,122.1859,5.8893,-205.1357,42.9066,,42.9066,,26.8094,,27.9578,,27.3452,
1325,57269,688008.XSHG,2024-12-31,2025-04-11,2024-12-31,1.2332,1248290398.82,1293736141.18,72487667.66,13.0751,11.561,11.7011,36.8444,58.1299,64.4472,38.8274,36.8444,2.6383,5.3934,-6.6092,91.5843,5.1314,88.4197,98.2831,46.4788,130.7316,59.2007,,59.2007,,199.3191,,197.1836,,213.0956,
1326,57270,688002.XSHG,2024-12-31,2025-04-11,2024-12-31,1.2507,510152275.78,594747392.44,32876656.28,11.1379,9.9867,5.171,10.2463,50.2551,86.219,10.244000000000002,10.2463,5.0472,8.895,1.0776,138.9536,7.6811,89.6639,97.3445,10.4185,75.6006,21.2752,,21.2752,,7.4795,,4.7391,,14.7633,
1327,57271,603026.XSHG,2024-12-31,2025-04-11,2024-12-31,0.081,5387763.44,-168504153.12,-8064596.61,0.4217,0.1384,-0.8884,-1.3554,5.4462,103.0379,-2.6535,-1.3554,1.476,2.2853,0.0973,119.3407,5.7116,32.8131,90.1177,-8.0698,265.6389,-1.5628,,-1.5628,,-96.5275,,-19.9586,,-12.3168,
1328,57272,600550.XSHG,2024-12-31,2025-04-11,2024-12-31,0.0523,91092802.98,127612198.53,5955258.13,17.4025,16.4575,1.6897,2.4578,16.1898,97.3079,2.7133,2.4578,4.5626,4.4984,1.7168,101.4684,4.7352,94.5699,118.1306,5.5542,206.3161,36.9222,,36.9222,,187.013,,161.8003,,146.8021,
1329,57273,688334.XSHG,2024-12-31,2025-04-11,2024-12-31,0.7223,190961385.14,215925676.41,46143974.39,7.8344,6.5424,7.0957,31.9253,52.7213,72.9538,35.1627,31.9253,2.3657,11.7881,-0.8794,76.6374,16.3776,83.5079,123.2227,60.4343,223.4487,5.7311,,5.7311,,18.7451,,20.5654,,20.7764,
1330,57274,688136.XSHG,2024-12-31,2025-04-11,2024-12-31,0.1577,35254315.15,62535092.18,-19862677.78,1.9308,2.1622,0.8735,1.9225,68.6887,95.5552,4.4921,1.9225,42.4163,6.11,2.9038,109.8985,-34.9064,111.9864,81.5173,7.5818,170.5758,11.7463,,11.7463,,124.6654,,113.8365,,116.5436,
1331,57275,601096.XSHG,2024-12-31,2025-04-11,2024-12-31,0.086,189804511.47,306546228.77,5216006.97,5.3368,4.4017,2.5093,2.2697,8.8946,96.9765,2.7836,2.2697,2.2391,1.8976,0.0581,105.16,1.7893,82.4795,97.8943,8.9093,294.6663,9.0745,,9.0745,,80.8729,,85.5215,,85.5215,
1332,57276,688549.XSHG,2024-12-31,2025-04-11,2024-12-31,0.0068,-10075452.6,24933392.55,3481023.87,0.3305,-0.3325,0.2804,1.0859,14.2641,97.5781,1.3707,1.0859,2.345,5.1159,-3.1761,168.8861,23.5787,-100.6018,104.331,5.7984,239.4176,15.1551,,15.1551,,-31.2384,,-23.1304,,-26.8744,
1333,57277,002771.XSHE,2024-12-31,2025-04-11,2024-12-31,0.0337,2507895.86,-36009484.73,-183406.04,1.0563,0.3751,-0.013000000000000001,-0.0262,17.9711,106.7204,1.5596,-0.0262,5.2728,12.1397,0.0807,-433.3648,-2.2072,35.5113,116.1329,8.634,-128.4747,19.8823,,19.8823,,113.7262,,99.7589,,114.4516,
1334,57278,600728.XSHG,2024-12-31,2025-04-11,2024-12-31,-0.0536,23512493.45,160907529.44,-243148098.71,-1.4932,0.3056,-0.7731,-1.4875,11.1112,97.9756,-1.6091,-1.4875,2.8684,3.3361,-0.5878,-118.8099,179.5342,-20.4674,120.9311,2.2699,112.1301,27.6363,,27.6363,,-128.7163,,-129.9413,,-129.1023,
1335,57279,000153.XSHE,2024-12-31,2025-04-11,2024-12-31,0.34600000000000003,109789186.7,155514478.9,3936608.39,8.229,5.6173,3.4686,3.6795,21.7634,96.3704,4.7866,3.6795,11.0229,4.1689,0.6757,74.5091,1.8861,68.2621,80.8266,2.9462,81.1726,0.2148,,0.2148,,-3.8299,,0.2252,,0.9726,
1336,57280,301310.XSHE,2024-12-31,2025-04-11,2024-12-31,0.8552,101128423.59,127646035.27,12666442.26,5.1369,4.4685,3.0455,4.3904,10.1383,95.1795,4.5358,4.3904,0.912,1.1996,-0.1495,106.3749,10.5557,86.9873,72.6335,2.5462,52.8212,32.3305,,32.3305,,-35.8331,,-29.6094,,-29.6093,
1337,57281,000625.XSHE,2024-12-31,2025-04-11,2024-12-31,0.7385,2587271652.9,2002891917.79,160197891.97,9.8651,3.4862,3.0648,3.8215,14.9399,98.7461,4.147,3.8215,4.7193,2.7554,-0.585,29.6394,2.3707,35.3387,110.0736,3.0359,242.1198,5.5753,,5.5753,,-36.5957,,-35.7584,,-35.3663,
1338,57282,600961.XSHG,2024-12-31,2025-04-11,2024-12-31,0.7331,729600315.34,860384682.57,40269448.71,19.6958,18.2701,8.788,4.0585,8.8181,95.6457,4.9231,4.0585,0.131,2.3868,0.3852,89.5157,4.1897,92.7613,101.7134,5.601,128.6294,1.8194,,1.8194,,28.8501,,26.385,,28.6966,
1339,57283,002270.XSHE,2024-12-31,2025-04-11,2024-12-31,0.6854,581823828.12,680187852.34,17175640.57,18.8559,17.8591,13.81,26.6894,48.8021,70.7094,29.9862,26.6894,9.0269,6.1969,-0.542,93.6077,2.3637,94.7135,105.9973,38.2979,130.7515,18.4111,,18.4111,,11.9472,,12.5528,,13.2546,
1340,57284,600312.XSHG,2024-12-31,2025-04-11,2024-12-31,0.754,992636839.31,1304168401.86,34321930.18,9.9835,9.6855,5.3406,9.0222,22.3558,89.4839,10.2079,9.0222,3.991,3.0865,-0.4745,102.4332,2.6957,97.0157,107.9337,24.2562,230.6571,11.9582,,11.9582,,26.6307,,21.5155,,25.4325,
1341,57285,688392.XSHG,2024-12-31,2025-04-12,2024-12-31,0.748,39706113.77,70407897.75,33409205.56,4.9884,2.3066,3.9499,14.5194,56.8919,87.9553,15.0869,14.5194,13.8129,10.4012,-1.8898,80.1166,38.0161,46.2401,55.4581,-9.302,-77.2287,11.3036,,11.3036,,31.500999999999998,,31.5912,,29.0409,
1342,57286,688601.XSHG,2024-12-31,2025-04-12,2024-12-31,0.9414,104968381.01,127093502.89,14179847.61,9.9668,8.3126,8.9179,16.5583,44.5044,83.861,16.6275,16.5583,5.916,5.3629999999999995,-1.4524,97.9693,10.9305,83.4027,100.1362,16.9122,104.7906,-11.1937,,-11.1937,,-39.6477,,-37.5522,,-37.231,
1343,57287,603508.XSHG,2024-12-31,2025-04-12,2024-12-31,1.4383,548570879.28,648137278.89,112061.86,11.8516,11.8556,11.0755,37.6005,66.7604,57.2227,43.5199,37.6005,5.3455,9.6337,-2.7574,99.1985,0.0172,100.0344,87.4141,28.9617,67.7033,28.3758,,28.3758,,32.534,,33.0589,,33.0775,
1344,57288,688628.XSHG,2024-12-31,2025-04-12,2024-12-31,1.6481,175913427.44,200005288.32,5211769.94,15.1234,14.5058,11.3893,15.8476,45.1564,82.3067,17.7869,15.8476,10.4029,6.9138,-1.1881,99.8362,2.6015,95.9159,103.9901,17.1602,96.9868,10.8068,,10.8068,,11.8516,,13.1617,,13.6416,
1345,57289,002173.XSHE,2024-12-31,2025-04-12,2024-12-31,-0.2129,-59574054.35,-59697192.13,1980558.98,-5.1533,-3.2676,-4.1908,-11.5179,7.8053,107.3157,-7.3936,-11.5179,1.149,12.9306,-0.3336,59.3208,-1.9681,63.4077,97.1711,-0.9,12.3026,1.2951,,1.2951,,-135.3128,,-174.1118,,-174.0164,
1346,57290,301162.XSHE,2024-12-31,2025-04-12,2024-12-31,0.9345,82428360.71,83080377.7,16661259.1,8.3952,7.3941,5.9277,17.21,65.919,84.8878,17.5661,17.21,26.4027,8.4918,-0.3382,85.9798,17.2427,88.0754,83.242,12.3956,82.0237,20.502,,20.502,,15.8306,,15.5048,,11.0887,
1347,57291,603095.XSHG,2024-12-31,2025-04-12,2024-12-31,0.5333,92610802.79,111458257.47,-1150340.41,3.9886,3.7482,3.0831,7.6079,13.5137,91.3948,8.825,7.6079,0.8895,2.6636,-2.7089,97.833,-1.0097,93.9737,69.8696,7.8607,91.348,82.3239,,82.3239,,95.0622,,103.2322,,103.4659,
1348,57292,603091.XSHG,2024-12-31,2025-04-12,2024-12-31,3.1677,307965191.09,370266317.31,-2224054.93,20.9615,19.9329,15.7762,20.9454,34.9967,76.0531,24.8347,20.9454,1.9525,5.7421,-0.7442,96.6209,-0.5804,95.0929,99.506,20.7004,86.4431,16.6007,,16.6007,,38.0759,,39.9323,,39.9323,
1349,57293,000978.XSHE,2024-12-31,2025-04-12,2024-12-31,-0.4368,-199680189.69,-42054956.84,14830147.34,-17.4126,-17.0053,-9.0565,-47.2004,27.5012,109.7423,-40.3858,-47.2004,3.9434,23.1432,7.9612,22.3758,-7.8905,97.6608,106.3926,19.7782,-203.0147,-7.5847,,-7.5847,,-1671.9099,,-14986.6511,,-1830.7024,
1350,57294,002653.XSHE,2024-12-31,2025-04-12,2024-12-31,0.3531,132196788.0,209302040.67,117393882.36,9.4232,3.1501,6.9317,12.5277,71.4627,94.3756,13.6361,12.5277,36.5953,10.7867,0.3773,45.2105,25.3578,33.429,100.8254,11.8786,211.1999,10.9172,,10.9172,,61.8485,,57.733000000000004,,34.0019,
1351,57295,600628.XSHG,2024-12-31,2025-04-12,2024-12-31,0.1083,43989504.16,77751856.41,19375250.39,1.6697,1.0488,1.2084,6.1624,41.7318,93.0585,8.7807,6.1624,12.0401,19.3186,1.0923,74.95,18.677,62.81399999999999,125.5511,28.6549,412.8075,-1.2075,,-1.2075,,34.1506,,119.2963,,121.2173,
1352,57296,300528.XSHE,2024-12-31,2025-04-12,2024-12-31,-0.5165,-245228273.53,-184354229.47,2506251.78,-30.608,-39.0009,-8.3097,-29.6111,3.0616,128.1922,-29.6122,-29.6111,0.7686,20.601999999999997,5.3968,98.5584,-1.3399,127.4205,181.0149,12.6807,-44.9793,-40.5272,,-40.5272,,-630.2625,,-829.7958,,-772.9778,
